title,originalTitle,year,rating,votes_orig,votes,genres/0,genres/1,genres/2,genres/3,genres/4,genres/5,genres/6,genres/7,ProductionBudget_orig,DomesticGross_orig,WorldwideGross_orig,DomesticGross,WorldwideGross,domesticProfit,worldwideProfit,totalProfit
American Wedding,,2003,"6,3","164 059,00",164059000,Comedy,Romance,,,,,,,55000000,104354205,126425115,104354205,126425115,49354205,-32929090,16425115
Anger Management,,2003,"6,2","172 636,00",172636000,Comedy,,,,,,,,56000000,135560942,195660942,135560942,195660942,79560942,4100000,83660942
Bad Boys II,,2003,"6,6","180 364,00",180364000,Action,Comedy,Crime,Thriller,,,,,130000000,138540870,273271982,138540870,273271982,8540870,4731112,13271982
Bad Santa,,2003,"7,1","109 041,00",109041000,Comedy,Crime,Drama,,,,,,18000000,60060328,77147031,60060328,77147031,42060328,-913297,41147031
Big Fish,,2003,8,"354 153,00",354153000,Adventure,Drama,Fantasy,,,,,,70000000,66432867,123954323,66432867,123954323,-3567133,-12478544,-16045677
Bruce Almighty,,2003,"6,7","301 648,00",301648000,Comedy,Drama,Fantasy,,,,,,81000000,242704995,483473962,242704995,483473962,161704995,159768967,321473962
Charlie's Angels: Full Throttle,,2003,"4,8","101 662,00",101662000,Action,Adventure,Comedy,Crime,,,,,120000000,100814328,227200000,100814328,227200000,-19185672,6385672,-12800000
Cheaper by the Dozen,,2003,"5,8","76 189,00",76189000,Comedy,Family,,,,,,,40000000,138614544,189714544,138614544,189714544,98614544,11100000,109714544
Cold Mountain,,2003,"7,2","119 479,00",119479000,Adventure,Drama,History,Romance,War,,,,80000000,95632614,165173909,95632614,165173909,15632614,-10458705,5173909
Daddy Day Care,,2003,"5,5","50 145,00",50145000,Comedy,Family,,,,,,,60000000,104148781,164285587,104148781,164285587,44148781,136806,44285587
Daredevil,,2003,"5,3","177 511,00",177511000,Action,Crime,Drama,Sci-Fi,Thriller,,,,80000000,102543518,182782518,102543518,182782518,22543518,239000,22782518
Dreamcatcher,,2003,"5,5","76 504,00",76504000,Drama,Horror,Sci-Fi,Thriller,,,,,68000000,33685268,75685268,33685268,75685268,-34314732,-26000000,-60314732
Elf,,2003,"6,9","149 000,00",149000000,Comedy,Family,Fantasy,Romance,,,,,32000000,173398518,220236410,173398518,220236410,141398518,14837892,156236410
Final Destination 2,,2003,"6,2","122 352,00",122352000,Horror,Thriller,,,,,,,26000000,46896664,90396664,46896664,90396664,20896664,17500000,38396664
Finding Nemo,,2003,"8,2","707 252,00",707252000,Animation,Adventure,Comedy,Family,,,,,94000000,380529370,936429370,380529370,936429370,286529370,461900000,748429370
Freaky Friday,,2003,"6,1","98 301,00",98301000,Comedy,Family,Fantasy,Music,Romance,,,,26000000,110222438,160822438,110222438,160822438,84222438,24600000,108822438
Freddy vs. Jason,,2003,"5,8","90 252,00",90252000,Action,Horror,Thriller,,,,,,25000000,82622655,114576403,82622655,114576403,57622655,6953748,64576403
Gigli,,2003,"2,4","41 851,00",41851000,Comedy,Crime,Romance,,,,,,54000000,6087542,7126002,6087542,7126002,-47912458,-52961540,-100873998
Girl with a Pearl Earring,,2003,7,"60 916,00",60916000,Biography,Drama,Romance,,,,,,12000000,11634362,43281552,11634362,43281552,-365638,19647190,19281552
Gothika,,2003,"5,8","90 537,00",90537000,Horror,Mystery,Thriller,,,,,,40000000,59588068,141484812,59588068,141484812,19588068,41896744,61484812
Holes,,2003,"7,1","59 069,00",59069000,Adventure,Comedy,Drama,Family,Mystery,,,,20000000,67383924,71232214,67383924,71232214,47383924,-16151710,31232214
Honey,,2003,"5,3","37 220,00",37220000,Drama,Music,Romance,,,,,,18000000,30272254,62646763,30272254,62646763,12272254,14374509,26646763
How to Lose a Guy in 10 Days,,2003,"6,4","159 607,00",159607000,Comedy,Romance,,,,,,,50000000,105807520,178890782,105807520,178890782,55807520,23083262,78890782
Hulk,,2003,"5,7","214 152,00",214152000,Action,Sci-Fi,,,,,,,137000000,132177234,245229234,132177234,245229234,-4822766,-23948000,-28770766
Identity,,2003,"7,3","180 574,00",180574000,Mystery,Thriller,,,,,,,28000000,52131264,82183683,52131264,82183683,24131264,2052419,26183683
Jeepers Creepers II,,2003,"5,6","45 866,00",45866000,Horror,,,,,,,,25000000,35623801,119923801,35623801,119923801,10623801,59300000,69923801
Lost in Translation,,2003,"7,8","325 645,00",325645000,Drama,,,,,,,,4000000,44585453,117085297,44585453,117085297,40585453,68499844,109085297
Love Actually,,2003,"7,7","322 375,00",322375000,Comedy,Drama,Romance,,,,,,45000000,59472278,247967903,59472278,247967903,14472278,143495625,157967903
Master and Commander: The Far Side of the World,,2003,"7,4","170 043,00",170043000,Action,Adventure,Drama,History,War,,,,135000000,93926386,212912137,93926386,212912137,-41073614,-16014249,-57087863
Matrix Revolutions,The Matrix Revolutions,2003,"6,7","369 201,00",369201000,Action,Sci-Fi,,,,,,,150000000,139270910,427300260,139270910,427300260,-10729090,138029350,127300260
Mona Lisa Smile,,2003,"6,4","62 213,00",62213000,Drama,,,,,,,,65000000,63803100,141205169,63803100,141205169,-1196900,12402069,11205169
Monster,,2003,"7,3","106 925,00",106925000,Biography,Crime,Drama,Thriller,,,,,5000000,34469210,64240813,34469210,64240813,29469210,24771603,54240813
Mystic River,,2003,8,"342 656,00",342656000,Crime,Drama,Mystery,Thriller,,,,,30000000,90135191,156822020,90135191,156822020,60135191,36686829,96822020
Old School,,2003,"7,2","187 038,00",187038000,Comedy,,,,,,,,24000000,75155000,86765463,75155000,86765463,51155000,-12389537,38765463
Once Upon a Time in Mexico,,2003,"6,4","131 555,00",131555000,Action,Thriller,,,,,,,29000000,56330657,97413527,56330657,97413527,27330657,12082870,39413527
Open Range,,2003,"7,5","54 758,00",54758000,Drama,Romance,Western,,,,,,26000000,58331254,68613992,58331254,68613992,32331254,-15717262,16613992
Peter Pan,,2003,"6,9","54 771,00",54771000,Adventure,Family,Fantasy,Romance,,,,,100000000,48417850,95255485,48417850,95255485,-51582150,-53162365,-104744515
Pirates of the Caribbean: The Curse of the Black Pearl,,2003,"8,1","822 577,00",822577000,Action,Adventure,Fantasy,,,,,,125000000,305411224,634954103,305411224,634954103,180411224,204542879,384954103
S.W.A.T.,,2003,6,"120 821,00",120821000,Action,Adventure,Crime,Thriller,,,,,70000000,116877597,207154748,116877597,207154748,46877597,20277151,67154748
Scary Movie 3,,2003,"5,5","112 831,00",112831000,Comedy,,,,,,,,45000000,110000082,155200000,110000082,155200000,65000082,199918,65200000
School of Rock,The School of Rock,2003,"7,1","213 877,00",213877000,Comedy,Family,Music,,,,,,20000000,81261177,131945303,81261177,131945303,61261177,30684126,91945303
Secondhand Lions,,2003,"7,6","43 785,00",43785000,Comedy,Drama,Family,,,,,,30000000,42070939,47902566,42070939,47902566,12070939,-24168373,-12097434
Something's Gotta Give,,2003,"6,7","92 119,00",92119000,Comedy,Drama,Romance,,,,,,80000000,124685242,266685242,124685242,266685242,44685242,62000000,106685242
Spy Kids 3-D: Game Over,,2003,"4,1","40 821,00",40821000,Action,Adventure,Comedy,Family,Sci-Fi,,,,40000000,111760631,167851995,111760631,167851995,71760631,16091364,87851995
Tears of the Sun,,2003,"6,6","94 813,00",94813000,Action,Drama,Thriller,War,,,,,75000000,43632458,85632458,43632458,85632458,-31367542,-33000000,-64367542
Terminator 3: Rise of the Machines,,2003,"6,4","309 264,00",309264000,Action,Sci-Fi,,,,,,,170000000,150358296,433058296,150358296,433058296,-19641704,112700000,93058296
The Brown Bunny,,2003,5,"11 606,00",11606000,Drama,,,,,,,,10000000,366301,630427,366301,630427,-9633699,-9735874,-19369573
The Cat in the Hat,,2003,"3,8","36 556,00",36556000,Adventure,Comedy,Family,Fantasy,,,,,109000000,101018283,133818283,101018283,133818283,-7981717,-76200000,-84181717
The Core,,2003,"5,4","77 753,00",77753000,Action,Adventure,Sci-Fi,Thriller,,,,,85000000,31111260,74132631,31111260,74132631,-53888740,-41978629,-95867369
The Haunted Mansion,,2003,"4,9","32 545,00",32545000,Comedy,Family,Fantasy,Horror,Mystery,,,,90000000,75817994,155750628,75817994,155750628,-14182006,-10067366,-24249372
The Italian Job,,2003,7,"288 868,00",288868000,Action,Crime,Thriller,,,,,,60000000,106126012,176262839,106126012,176262839,46126012,10136827,56262839
The Last Samurai,,2003,"7,7","321 377,00",321377000,Action,Drama,History,War,,,,,140000000,111110575,456810575,111110575,456810575,-28889425,205700000,176810575
The League of Extraordinary Gentlemen,,2003,"5,8","142 925,00",142925000,Action,Adventure,Fantasy,,,,,,78000000,66465204,179265204,66465204,179265204,-11534796,34800000,23265204
The Life of David Gale,,2003,"7,5","89 416,00",89416000,Crime,Drama,Thriller,,,,,,50000000,19694635,28920188,19694635,28920188,-30305365,-40774447,-71079812
The Lizzie McGuire Movie,,2003,"5,4","27 974,00",27974000,Adventure,Comedy,Family,Music,Romance,,,,15000000,42734455,55534455,42734455,55534455,27734455,-2200000,25534455
The Lord of the Rings: The Return of the King,,2003,"8,9","1 235 807,00",1235807000,Adventure,Drama,Fantasy,,,,,,94000000,377845905,1141408667,377845905,1141408667,283845905,669562762,953408667
The Matrix Reloaded,,2003,"7,2","426 476,00",426476000,Action,Sci-Fi,,,,,,,150000000,281553689,738576929,281553689,738576929,131553689,307023240,438576929
The Missing,,2003,"6,5","27 794,00",27794000,Adventure,Thriller,Western,,,,,,65000000,26900336,38253433,26900336,38253433,-38099664,-53646903,-91746567
The Rundown,,2003,"6,7","83 586,00",83586000,Action,Adventure,Comedy,Thriller,,,,,85000000,47641743,80831893,47641743,80831893,-37358257,-51809850,-89168107
The Texas Chainsaw Massacre,,2003,"6,2","109 980,00",109980000,Horror,,,,,,,,9000000,80571655,107967319,80571655,107967319,71571655,18395664,89967319
Thirteen,,2003,"6,8","68 978,00",68978000,Drama,,,,,,,,2000000,4601043,9505996,4601043,9505996,2601043,2904953,5505996
Timeline,,2003,"5,6","53 467,00",53467000,Action,Adventure,Sci-Fi,,,,,,80000000,19480739,26703184,19480739,26703184,-60519261,-72777555,-133296816
Under the Tuscan Sun,,2003,"6,7","36 276,00",36276000,Comedy,Drama,Romance,,,,,,18000000,43601508,57490024,43601508,57490024,25601508,-4111484,21490024
Underworld,,2003,7,"210 828,00",210828000,Action,Fantasy,Thriller,,,,,,22000000,51970690,95708457,51970690,95708457,29970690,21737767,51708457
What a Girl Wants,,2003,"5,8","48 684,00",48684000,Comedy,Drama,Family,Romance,,,,,25000000,35990505,35990505,35990505,35990505,10990505,10990505,21981010
Willard,,2003,"6,2","15 311,00",15311000,Drama,Horror,Sci-Fi,Thriller,,,,,20000000,6882696,6882696,6882696,6882696,-13117304,-13117304,-26234608
Wrong Turn,,2003,"6,1","88 788,00",88788000,Horror,Thriller,,,,,,,10000000,15417771,28649556,15417771,28649556,5417771,3231785,8649556
X-Men 2,X2,2003,"7,5","411 921,00",411921000,Action,Adventure,Fantasy,Sci-Fi,Thriller,,,,125000000,214949694,407711549,214949694,407711549,89949694,67761855,157711549
Shade,,2003,"6,4","10,84",10835,Crime,Thriller,,,,,,,6800000,25032,9533964,25032,9533964,-6774968,2708932,-4066036
The Hebrew Hammer,,2003,"6,2","4,20",4203,Comedy,,,,,,,,1300000,77755,90213,77755,90213,-1222245,-1287542,-2509787
13 Going on 30,,2004,"6,1","123 742,00",123742000,Comedy,Fantasy,Romance,,,,,,30000000,57139723,96439723,57139723,96439723,27139723,9300000,36439723
50 First Dates,,2004,"6,8","269 402,00",269402000,Comedy,Romance,,,,,,,75000000,120776832,196324496,120776832,196324496,45776832,547664,46324496
A Cinderella Story,,2004,"5,9","64 018,00",64018000,Comedy,Family,Romance,,,,,,19000000,51438175,70164105,51438175,70164105,32438175,-274070,32164105
Alexander,,2004,"5,5","140 278,00",140278000,Action,Adventure,Biography,Drama,History,Romance,War,,155000000,34297191,167297191,34297191,167297191,-120702809,-22000000,-142702809
Alien vs. Predator,AVP: Alien vs. Predator,2004,"5,6","145,36",145356,Action,Horror,Sci-Fi,Thriller,,,,,70000000,80281096,172543519,80281096,172543519,10281096,22262423,32543519
Anchorman: The Legend of Ron Burgundy,,2004,"7,2","271 210,00",271210000,Comedy,,,,,,,,25000000,84136909,89476265,84136909,89476265,59136909,-19660644,39476265
Before Sunset,,2004,8,"171 093,00",171093000,Drama,Romance,,,,,,,2000000,5792822,11293790,5792822,11293790,3792822,3500968,7293790
Blade: Trinity,,2004,"5,9","134 887,00",134887000,Action,Adventure,Horror,Sci-Fi,Thriller,,,,65000000,52397389,132397389,52397389,132397389,-12602611,15000000,2397389
Bridget Jones: The Edge of Reason,,2004,"5,9","77 383,00",77383000,Comedy,Drama,Romance,,,,,,50000000,40203020,263894551,40203020,263894551,-9796980,173691531,163894551
Catwoman,,2004,"3,3","88 463,00",88463000,Action,Crime,Fantasy,Thriller,,,,,100000000,40202379,82145379,40202379,82145379,-59797621,-58057000,-117854621
Cellular,,2004,"6,5","79 926,00",79926000,Action,Crime,Thriller,,,,,,45000000,32003620,61475984,32003620,61475984,-12996380,-15527636,-28524016
Chasing Liberty,,2004,"6,1","30 457,00",30457000,Comedy,Romance,,,,,,,23000000,12189514,12291975,12189514,12291975,-10810486,-22897539,-33708025
Closer,,2004,"7,3","169 842,00",169842000,Drama,Romance,,,,,,,35000000,33987757,116209001,33987757,116209001,-1012243,47221244,46209001
Collateral,,2004,"7,6","297 255,00",297255000,Crime,Drama,Thriller,,,,,,60000000,100170152,217670152,100170152,217670152,40170152,57500000,97670152
Collision,Crash,2004,"7,9","364 445,00",364445000,Crime,Drama,Thriller,,,,,,7303082,55334418,101173038,55334418,101173038,48031336,38535538,86566874
Dawn of the Dead,,2004,"7,4","196 759,00",196759000,Action,Horror,Thriller,,,,,,28000000,58990765,103452875,58990765,103452875,30990765,16462110,47452875
Dodgeball: A True Underdog Story,,2004,"6,7","187 497,00",187497000,Comedy,Sport,,,,,,,30000000,114326736,167791704,114326736,167791704,84326736,23464968,107791704
Downfall,Der Untergang,2004,"8,3","252 337,00",252337000,Biography,Drama,History,War,,,,,13500000,5501940,93631744,5501940,93631744,-7998060,74629804,66631744
Eternal Sunshine of the Spotless Mind,,2004,"8,3","679 651,00",679651000,Drama,Fantasy,Romance,Sci-Fi,,,,,20000000,34366518,73135439,34366518,73135439,14366518,18768921,33135439
EuroTrip,,2004,"6,6","163 777,00",163777000,Comedy,,,,,,,,25000000,17718223,20718223,17718223,20718223,-7281777,-22000000,-29281777
Fahrenheit 9/11,,2004,"7,5","114 123,00",114123000,Documentary,Drama,War,,,,,,6000000,119114517,221148959,119114517,221148959,113114517,96034442,209148959
Finding Neverland,,2004,"7,8","175 903,00",175903000,Biography,Drama,Family,,,,,,25000000,51676606,115036108,51676606,115036108,26676606,38359502,65036108
Friday Night Lights,,2004,"7,3","47 701,00",47701000,Action,Drama,Sport,,,,,,30000000,61255921,61950770,61255921,61950770,31255921,-29305151,1950770
Garden State,,2004,"7,6","188 800,00",188800000,Comedy,Drama,Romance,,,,,,2500000,26782316,36028802,26782316,36028802,24282316,6746486,31028802
Harold & Kumar Go to White Castle,,2004,"7,1","156 807,00",156807000,Adventure,Comedy,,,,,,,9000000,18225165,18225165,18225165,18225165,9225165,9225165,18450330
Harry Potter and the Prisoner of Azkaban,,2004,"7,8","389 437,00",389437000,Adventure,Family,Fantasy,Mystery,,,,,130000000,249538952,796688549,249538952,796688549,119538952,417149597,536688549
Hellboy,,2004,"6,8","247 324,00",247324000,Action,Fantasy,Horror,Sci-Fi,,,,,60000000,59623958,99823958,59623958,99823958,-376042,-19800000,-20176042
Hotel Rwanda,,2004,"8,1","268 657,00",268657000,Drama,History,War,,,,,,17500000,23519128,36521223,23519128,36521223,6019128,-4497905,1521223
Howl's Moving Castle,Hauru no ugoku shiro,2004,"8,2","219 131,00",219131000,Animation,Adventure,Family,Fantasy,,,,,24000000,4710455,237814327,4710455,237814327,-19289545,209103872,189814327
"I, Robot",,2004,"7,1","393 974,00",393974000,Action,Mystery,Sci-Fi,Thriller,,,,,105000000,144801023,348629585,144801023,348629585,39801023,98828562,138629585
King Arthur,,2004,"6,3","138 052,00",138052000,Action,Adventure,Drama,History,War,,,,90000000,51877963,203877963,51877963,203877963,-38122037,62000000,23877963
Kung Fu Hustle,Kung fu,2004,"7,8","100 633,00",100633000,Action,Comedy,Crime,Fantasy,,,,,20000000,17104669,102034104,17104669,102034104,-2895331,64929435,62034104
Layer Cake,,2004,"7,4","135 573,00",135573000,Crime,Drama,Thriller,,,,,,6500000,2339957,11745931,2339957,11745931,-4160043,2905974,-1254069
Le fils de Chucky,Seed of Chucky,2004,"4,9","29 051,00",29051000,Comedy,Fantasy,Horror,Thriller,,,,,29000000,17016190,24716190,17016190,24716190,-11983810,-21300000,-33283810
Man on Fire,,2004,"7,7","269 786,00",269786000,Action,Crime,Drama,Thriller,,,,,60000000,77906816,130968579,77906816,130968579,17906816,-6938237,10968579
Mean Girls,,2004,7,"250 352,00",250352000,Comedy,,,,,,,,18000000,86047227,130953026,86047227,130953026,68047227,26905799,94953026
Meet the Fockers,,2004,"6,3","213 631,00",213631000,Comedy,Romance,,,,,,,60000000,279167575,516567575,279167575,516567575,219167575,177400000,396567575
Million Dollar Baby,,2004,"8,1","490 228,00",490228000,Drama,Sport,,,,,,,30000000,100492203,232016402,100492203,232016402,70492203,101524199,172016402
Miracle,,2004,"7,5","37 069,00",37069000,Biography,Drama,History,Sport,,,,,28000000,64378093,64474705,64378093,64474705,36378093,-27903388,8474705
Napoleon Dynamite,,2004,"6,9","163 374,00",163374000,Comedy,,,,,,,,400000,44540956,46122713,44540956,46122713,44140956,1181757,45322713
National Treasure,,2004,"6,9","257 560,00",257560000,Action,Adventure,Comedy,Family,Mystery,,,,100000000,173005002,331323410,173005002,331323410,73005002,58318408,131323410
Ocean's Twelve,,2004,"6,4","288 366,00",288366000,Crime,Thriller,,,,,,,110000000,125531634,362989076,125531634,362989076,15531634,127457442,142989076
Primer,,2004,7,"74 384,00",74384000,Drama,Sci-Fi,Thriller,,,,,,7000,424760,841926,424760,841926,417760,410166,827926
Resident Evil: Apocalypse,,2004,"6,2","153 523,00",153523000,Action,Horror,Sci-Fi,Thriller,,,,,50000000,50740078,125168734,50740078,125168734,740078,24428656,25168734
Saw,,2004,"7,7","303 988,00",303988000,Horror,Mystery,Thriller,,,,,,1200000,55968727,103880027,55968727,103880027,54768727,46711300,101480027
Scooby-Doo 2: Monsters Unleashed,,2004,"4,9","33 807,00",33807000,Adventure,Comedy,Family,Fantasy,Horror,Mystery,,,25000000,84185387,181185387,84185387,181185387,59185387,72000000,131185387
Shark Tale,,2004,6,"134 263,00",134263000,Animation,Adventure,Comedy,Family,,,,,75000000,161412000,371917043,161412000,371917043,86412000,135505043,221917043
Shaun of the Dead,,2004,8,"401 736,00",401736000,Comedy,Horror,,,,,,,5000000,13542874,30332385,13542874,30332385,8542874,11789511,20332385
Shrek 2,,2004,"7,2","319 450,00",319450000,Animation,Adventure,Comedy,Family,Fantasy,Romance,,,70000000,441226247,937008132,441226247,937008132,371226247,425781885,797008132
Sideways,,2004,"7,5","151 538,00",151538000,Comedy,Drama,Romance,,,,,,17000000,71502303,109793192,71502303,109793192,54502303,21290889,75793192
Spider-Man 2,,2004,"7,3","418 674,00",418674000,Action,Adventure,,,,,,,200000000,373524485,783705001,373524485,783705001,173524485,210180516,383705001
Team America: World Police,,2004,"7,2","137 405,00",137405000,Action,Comedy,,,,,,,20000000,32774834,50274834,32774834,50274834,12774834,-2500000,10274834
The Aviator,,2004,"7,5","268 090,00",268090000,Biography,Drama,,,,,,,110000000,102608827,208370892,102608827,208370892,-7391173,-4237935,-11629108
The Bourne Supremacy,,2004,"7,8","356 242,00",356242000,Action,Mystery,Thriller,,,,,,85000000,176087450,288587450,176087450,288587450,91087450,27500000,118587450
The Butterfly Effect,,2004,"7,7","362 996,00",362996000,Sci-Fi,Thriller,,,,,,,13000000,57924679,95638592,57924679,95638592,44924679,24713913,69638592
The Chronicles of Riddick,,2004,"6,7","185 635,00",185635000,Action,Adventure,Sci-Fi,Thriller,,,,,120000000,57712751,107212751,57712751,107212751,-62287249,-70500000,-132787249
The Day After Tomorrow,,2004,"6,4","337 824,00",337824000,Action,Adventure,Sci-Fi,Thriller,,,,,125000000,186740799,556319450,186740799,556319450,61740799,244578651,306319450
The Girl Next Door,,2004,"6,8","172 851,00",172851000,Comedy,Drama,Romance,,,,,,25000000,14589444,31635150,14589444,31635150,-10410556,-7954294,-18364850
The Grudge,,2004,"5,9","116 721,00",116721000,Horror,Mystery,Thriller,,,,,,10000000,110359362,187281115,110359362,187281115,100359362,66921753,167281115
The Incredibles,,2004,8,"486 564,00",486564000,Animation,Action,Adventure,Family,,,,,92000000,261441092,614726752,261441092,614726752,169441092,261285660,430726752
The Life Aquatic with Steve Zissou,,2004,"7,3","141 670,00",141670000,Adventure,Comedy,Drama,,,,,,50000000,24006726,34806726,24006726,34806726,-25993274,-39200000,-65193274
The Machinist,,2004,"7,7","285 894,00",285894000,Drama,Thriller,,,,,,,5000000,1082044,8655397,1082044,8655397,-3917956,2573353,-1344603
The Manchurian Candidate,,2004,"6,6","87 273,00",87273000,Drama,Mystery,Sci-Fi,Thriller,,,,,80000000,65948711,96148711,65948711,96148711,-14051289,-49800000,-63851289
The Notebook,,2004,"7,9","402 689,00",402689000,Drama,Romance,,,,,,,30000000,81001787,116117340,81001787,116117340,51001787,5115553,56117340
The Passion of the Christ,,2004,"7,1","180 690,00",180690000,Drama,,,,,,,,25000000,370782930,622420667,370782930,622420667,345782930,226637737,572420667
The Phantom of the Opera,,2004,"7,4","97 637,00",97637000,Drama,Musical,Romance,Thriller,,,,,55000000,51225796,154605868,51225796,154605868,-3774204,48380072,44605868
The Polar Express,,2004,"6,6","122 457,00",122457000,Animation,Adventure,Family,Fantasy,,,,,170000000,194949659,319090241,194949659,319090241,24949659,-45859418,-20909759
The Prince and Me,The Prince & Me,2004,"5,9","32 315,00",32315000,Comedy,Family,Romance,,,,,,30000000,28165882,29356757,28165882,29356757,-1834118,-28809125,-30643243
The Punisher,,2004,"6,5","125 629,00",125629000,Action,Crime,Drama,Thriller,,,,,33000000,33664370,54533774,33664370,54533774,664370,-12130596,-11466226
The Terminal,,2004,"7,3","309 192,00",309192000,Comedy,Drama,Romance,,,,,,75000000,77073959,218673959,77073959,218673959,2073959,66600000,68673959
The Village,,2004,"6,5","195 783,00",195783000,Drama,Mystery,Thriller,,,,,,71682975,114197520,257641634,114197520,257641634,42514545,71761139,114275684
Troy,,2004,"7,2","387 610,00",387610000,Adventure,,,,,,,,150000000,133298577,484161265,133298577,484161265,-16701423,200862688,184161265
Van Helsing,,2004,6,"199 047,00",199047000,Action,Adventure,,,,,,,170000000,120150546,300150546,120150546,300150546,-49849454,10000000,-39849454
White Chicks,,2004,"5,4","100 367,00",100367000,Comedy,Crime,,,,,,,20000000,69148997,111448997,69148997,111448997,49148997,22300000,71448997
Without a Paddle,,2004,"5,9","37 812,00",37812000,Adventure,Comedy,Mystery,,,,,,30000000,58156435,65121280,58156435,65121280,28156435,-23035155,5121280
Dear Wendy,,2004,"6,6","9,05",9047,Comedy,Crime,Drama,Romance,,,,,8000000,23106,446438,23106,446438,-7976894,-7576668,-15553562
Fascination,,2004,"3,3","1,21",1212,Mystery,Romance,Thriller,,,,,,5000000,16670,83356,16670,83356,-4983330,-4933314,-9916644
Fighting Tommy Riley,,2004,"6,6","722,00",722000,Drama,Sport,,,,,,,300000,10514,10514,10514,10514,-289486,-289486,-578972
Incident at Loch Ness,,2004,"6,6","3,32",3317,Adventure,Comedy,Horror,,,,,,1400000,36830,56073,36830,56073,-1363170,-1380757,-2743927
The Bridge of San Luis Rey,,2004,"5,1","2,94",2936,Drama,Romance,,,,,,,24000000,49981,1696765,49981,1696765,-23950019,-22353216,-46303235
The Butterfly Effect,,2004,"7,7","362,76",362755,Sci-Fi,Thriller,,,,,,,13000000,57924679,95638592,57924679,95638592,44924679,24713913,69638592
A History of Violence,,2005,"7,5","188,96",188956,Crime,Drama,Thriller,,,,,,32000000,31493782,61477797,31493782,61477797,-506218,-2015985,-2522203
An American Haunting,,2005,5,"22,38",22384,Horror,Mystery,Thriller,,,,,,14000000,16298046,30443277,16298046,30443277,2298046,145231,2443277
Baby-sittor,The Pacifier,2005,"5,5","67,43",67433,Action,Comedy,Drama,Family,Thriller,,,,56000000,113006880,198006880,113006880,198006880,57006880,29000000,86006880
Batman Begins,,2005,"8,3","998,86",998862,Action,Adventure,,,,,,,150000000,205343774,359142722,205343774,359142722,55343774,3798948,59142722
Be Cool,,2005,"5,7","59,78",59777,Comedy,Crime,Music,,,,,,75000000,55849401,94944017,55849401,94944017,-19150599,-35905384,-55055983
Brick,,2005,"7,4","85,85",85846,Action,Crime,Drama,Mystery,Thriller,,,,450000,2075743,4243996,2075743,4243996,1625743,1718253,3343996
Brokeback Mountain,,2005,"7,7","262,75",262750,Drama,Romance,,,,,,,13900000,83043761,177012173,83043761,177012173,69143761,80068412,149212173
Charlie and the Chocolate Factory,,2005,"6,7","326,15",326154,Adventure,Comedy,Family,Fantasy,,,,,150000000,206459076,475825484,206459076,475825484,56459076,119366408,175825484
Cheaper by the Dozen 2,,2005,"5,4","43,41",43408,Adventure,Comedy,Family,,,,,,60000000,82571173,135015330,82571173,135015330,22571173,-7555843,15015330
Cinderella Man,,2005,8,"149,87",149868,Biography,Drama,Sport,,,,,,88000000,61649911,105021488,61649911,105021488,-26350089,-44628423,-70978512
Coach Carter,,2005,"7,2","94,11",94106,Drama,Sport,,,,,,,45000000,67264877,76665507,67264877,76665507,22264877,-35599370,-13334493
Constantine,,2005,"6,9","238,82",238815,Drama,Fantasy,Horror,Thriller,,,,,75000000,75976178,221594911,75976178,221594911,976178,70618733,71594911
Doom,,2005,"5,2","88,93",88933,Action,Adventure,Horror,Sci-Fi,,,,,70000000,28212337,54612337,28212337,54612337,-41787663,-43600000,-85387663
Elektra,,2005,"4,8","72,00",72000,Action,Crime,Fantasy,Thriller,,,,,65000000,24409722,56409722,24409722,56409722,-40590278,-33000000,-73590278
Fantastic Four,,2005,"5,7","270,75",270750,Action,Adventure,Sci-Fi,,,,,,87500000,154696080,330717080,154696080,330717080,67196080,88521000,155717080
Flightplan,,2005,"6,2","128,16",128157,Drama,Mystery,Thriller,,,,,,55000000,89706988,214392904,89706988,214392904,34706988,69685916,104392904
Four Brothers,,2005,"6,9","111,17",111171,Action,Crime,Drama,Mystery,Thriller,,,,30000000,74494381,92494381,74494381,92494381,44494381,-12000000,32494381
Hard Candy,,2005,"7,1","133,23",133225,Crime,Drama,Thriller,,,,,,950000,1024640,8267066,1024640,8267066,74640,6292426,6367066
Harry Potter and the Goblet of Fire,,2005,"7,7","392,53",392529,Adventure,Family,Fantasy,Mystery,,,,,150000000,290013036,896911078,290013036,896911078,140013036,456898042,596911078
Hitch,,2005,"6,6","247,79",247793,Comedy,Romance,,,,,,,55000000,177784257,366784257,177784257,366784257,122784257,134000000,256784257
Hostel,,2005,"5,9","140,62",140622,Horror,,,,,,,,4800000,47326473,82241110,47326473,82241110,42526473,30114637,72641110
Into the Blue,,2005,"5,8","64,14",64142,Action,Adventure,Crime,Thriller,,,,,50000000,18782227,41982227,18782227,41982227,-31217773,-26800000,-58017773
Jarhead - La fin de l'innocence,Jarhead,2005,"7,1","145,06",145060,Action,Drama,War,,,,,,72000000,62647540,96947540,62647540,96947540,-9352460,-37700000,-47052460
King Kong,,2005,"7,2","319,31",319305,Action,Adventure,Drama,Romance,,,,,207000000,218080025,550517357,218080025,550517357,11080025,125437332,136517357
Kingdom of Heaven,,2005,"7,2","220,24",220241,Action,Adventure,Drama,History,War,,,,110000000,47398413,218853353,47398413,218853353,-62601587,61454940,-1146647
